Part_ID,Part_Type,Airline_Name,Flight_Number,Temperature (°C),Pressure (bar),Vibration (mm/s),Working_Hours,Maintenance_Required,Failure_Type,Last_Maintenance_Date,Remaining_Life (hours),Flight_Type
PART_00185,Oil Pump,FlySwift,FN_4188,110.75,114.82,2.97,30680,True,Fuel Leakage,2024-04-23,3529,Long-Haul
PART_00144,Fuel Injector,Global Wings,FN_4975,66.63,43.25,8.18,36006,False,Fuel Leakage,2024-10-04,2006,Private
PART_00127,Control Valve,Sky High Airlines,FN_6385,109.36,283.34,1.18,4654,False,Valve Stuck,2024-11-10,4425,Private
PART_00315,Actuator,FlySwift,FN_9900,74.13,237.58,8.89,17939,False,Pressure Loss,2024-02-01,5462,Short-Haul
PART_00060,Fuel Injector,Global Wings,FN_3240,111.16,210.52,5.1,17112,False,Seal Failure,2024-06-05,1364,Cargo
PART_00496,Fuel Line,Global Wings,FN_6511,97.43,294.72,6.07,30899,True,Oil Leakage,2024-04-07,4932,Short-Haul
PART_00324,Fuel Injector,AirJet Airways,FN_3806,42.2,111.21,0.23,14883,True,Oil Leakage,2024-02-22,1279,Cargo
PART_00397,Navigation Module,Global Wings,FN_1821,105.52,279.93,0.39,6976,False,Seal Failure,2024-06-26,929,Private
PART_00235,Hydraulic Pump,FlySwift,FN_9939,52.6,95.53,9.5,48518,False,Fuel Leakage,2024-09-20,8665,Short-Haul
PART_00424,Turbine Blade,Cloud Nine Aviation,FN_7274,75.13,64.64,1.63,44800,False,Pressure Loss,2024-05-03,8971,Commercial
PART_00366,Turbine Blade,Global Wings,FN_2526,112.87,163.78,0.49,11789,True,Valve Stuck,2024-09-16,7203,Cargo
PART_00039,Oil Pump,FlySwift,FN_1546,83.35,34.65,1.81,3037,False,Seal Failure,2024-03-16,761,Commercial
PART_00146,Control Valve,Cloud Nine Aviation,FN_7597,88.07,166.5,4.37,47289,False,None,2024-08-16,7613,Cargo
PART_00477,Hydraulic Pump,FlySwift,FN_9141,82.28,166.76,8.46,30054,True,Oil Leakage,2024-11-20,8443,Private
PART_00136,Control Valve,FlySwift,FN_2944,105.96,262.84,6.03,40286,False,Valve Stuck,2024-05-16,3689,Commercial
PART_00299,Navigation Module,Global Wings,FN_1478,69.82,75.16,3.29,21717,False,Oil Leakage,2024-10-14,7378,Commercial
PART_00434,Hydraulic Pump,Global Wings,FN_3845,99.05,130.46,2.59,9783,False,None,2024-04-17,987,Short-Haul
PART_00162,Control Valve,Sky High Airlines,FN_4009,67.4,244.79,9.81,7594,True,Turbine Overheat,2024-02-08,1243,Short-Haul
PART_00259,Navigation Module,Sky High Airlines,FN_8819,61.65,24.99,4.3,42241,True,Pressure Loss,2024-08-23,1684,Cargo
PART_00361,Actuator,Sky High Airlines,FN_9836,94.9,191.1,4.58,42152,False,Oil Leakage,2024-08-22,4569,Cargo
PART_00470,Actuator,Global Wings,FN_6868,52.13,235.77,7.58,22131,False,Oil Leakage,2024-10-22,9700,Short-Haul
PART_00431,Communication Module,Global Wings,FN_5868,46.7,43.6,7.71,38514,True,None,2024-12-08,8241,Short-Haul
PART_00151,Fuel Injector,FlySwift,FN_4801,90.24,176.04,5.66,39243,True,Turbine Overheat,2024-07-11,6639,Commercial
PART_00454,Navigation Module,Sky High Airlines,FN_2001,107.53,179.05,3.21,35911,True,Seal Failure,2024-02-06,4700,Short-Haul
PART_00265,Communication Module,Cloud Nine Aviation,FN_8800,40.22,33.64,2.11,10155,False,None,2024-06-02,1504,Short-Haul
PART_00384,Oil Pump,Cloud Nine Aviation,FN_3658,42.66,126.58,3.9,14630,True,Oil Leakage,2024-12-18,1451,Long-Haul
PART_00139,Wheel Brake Assembly,Cloud Nine Aviation,FN_5423,57.08,111.39,7.24,7895,False,Valve Stuck,2024-09-06,396,Short-Haul
PART_00270,Fuel Line,AirJet Airways,FN_9418,51.1,285.33,9.74,6156,False,Seal Failure,2024-09-06,8452,Long-Haul
PART_00066,Control Valve,FlySwift,FN_4435,56.13,135.01,1.33,29147,False,Pressure Loss,2024-07-05,1108,Long-Haul
PART_00168,Communication Module,Global Wings,FN_1960,95.73,63.83,0.6,5563,False,Oil Leakage,2024-11-18,1568,Commercial
PART_00246,Oil Pump,AirJet Airways,FN_4081,73.17,21.41,5.86,6653,False,Seal Failure,2024-08-12,5101,Short-Haul
PART_00343,Oil Pump,Sky High Airlines,FN_9000,75.87,10.82,9.12,20112,False,None,2024-05-06,927,Commercial
PART_00427,Communication Module,Sky High Airlines,FN_4400,42.5,247.75,2.32,43967,False,Oil Leakage,2024-06-09,4412,Private
PART_00328,Hydraulic Pump,Cloud Nine Aviation,FN_5532,55.35,125.06,4.43,30148,False,None,2024-12-21,5860,Short-Haul
PART_00486,Actuator,FlySwift,FN_4833,63.68,69.54,7.0,17458,True,Turbine Overheat,2024-11-25,3150,Short-Haul
PART_00035,Hydraulic Pump,FlySwift,FN_1834,49.75,214.1,9.35,37235,False,Seal Failure,2024-07-04,8088,Private
PART_00436,Fuel Line,AirJet Airways,FN_4397,92.68,257.75,6.51,23211,True,Turbine Overheat,2024-09-04,7478,Cargo
PART_00290,Oil Pump,Global Wings,FN_2033,47.89,262.16,8.57,22134,True,Seal Failure,2024-10-17,1691,Private
PART_00346,Communication Module,Global Wings,FN_8694,69.95,179.89,0.26,15874,False,Seal Failure,2024-04-20,693,Private
PART_00038,Hydraulic Pump,Cloud Nine Aviation,FN_5698,97.08,229.88,9.52,19897,True,Fuel Leakage,2024-04-13,1780,Cargo
PART_00012,Hydraulic Pump,FlySwift,FN_2351,50.12,110.04,7.6,10520,True,Turbine Overheat,2024-01-14,8824,Private
PART_00432,Fuel Line,Cloud Nine Aviation,FN_9035,102.21,289.56,0.74,41095,False,Turbine Overheat,2024-08-03,935,Long-Haul
PART_00131,Fuel Line,FlySwift,FN_6904,113.17,152.33,5.09,18280,False,None,2024-04-12,7860,Long-Haul
PART_00163,Turbine Blade,FlySwift,FN_9482,102.14,120.14,1.08,44960,True,Turbine Overheat,2024-12-19,7955,Cargo
PART_00387,Control Valve,Cloud Nine Aviation,FN_6898,89.64,197.97,3.51,1446,True,Valve Stuck,2024-04-24,446,Cargo
PART_00473,Fuel Injector,Cloud Nine Aviation,FN_3536,59.77,83.67,7.1,15188,False,None,2024-05-11,4706,Short-Haul
PART_00282,Fuel Injector,Global Wings,FN_8392,115.13,141.69,1.86,34026,True,Turbine Overheat,2024-09-16,6227,Long-Haul
PART_00287,Oil Pump,AirJet Airways,FN_7840,86.32,294.93,8.62,17309,False,Fuel Leakage,2024-07-11,9831,Commercial
PART_00340,Control Valve,AirJet Airways,FN_4966,104.08,20.41,7.6,21689,False,Pressure Loss,2024-07-21,6740,Private
PART_00270,Fuel Injector,Cloud Nine Aviation,FN_6280,116.77,19.44,9.51,35424,True,None,2024-03-10,3092,Commercial
PART_00129,Turbine Blade,Global Wings,FN_8692,43.4,201.73,7.08,16229,False,Fuel Leakage,2024-06-26,9181,Short-Haul
PART_00130,Hydraulic Pump,FlySwift,FN_1544,86.55,82.54,8.01,30299,True,Fuel Leakage,2024-05-12,4672,Private
PART_00290,Actuator,AirJet Airways,FN_6058,88.91,140.23,8.45,13003,True,Oil Leakage,2024-11-16,6906,Short-Haul
PART_00134,Fuel Line,FlySwift,FN_9843,107.01,15.54,8.13,17430,True,Oil Leakage,2024-05-24,9112,Cargo
PART_00256,Wheel Brake Assembly,Cloud Nine Aviation,FN_5536,74.94,210.01,0.2,18783,True,Fuel Leakage,2024-05-19,4693,Short-Haul
PART_00367,Control Valve,Global Wings,FN_5832,112.49,82.36,9.32,13291,True,Fuel Leakage,2024-02-01,7695,Short-Haul
PART_00163,Actuator,Global Wings,FN_9829,61.71,142.48,0.02,4721,False,Fuel Leakage,2024-06-05,1051,Commercial
PART_00484,Oil Pump,Sky High Airlines,FN_3168,72.54,190.0,1.82,22134,True,Fuel Leakage,2024-07-25,2279,Cargo
PART_00201,Fuel Line,FlySwift,FN_5143,78.06,78.85,2.69,7764,True,Fuel Leakage,2024-04-01,2182,Long-Haul
PART_00066,Fuel Injector,Cloud Nine Aviation,FN_5311,46.09,244.44,9.28,19540,True,Pressure Loss,2024-11-24,4838,Cargo
PART_00006,Fuel Injector,AirJet Airways,FN_5013,66.77,31.63,2.99,45047,False,None,2024-05-28,9181,Long-Haul
PART_00148,Hydraulic Pump,FlySwift,FN_1808,81.16,287.93,5.47,49621,False,Fuel Leakage,2024-05-07,9246,Long-Haul
PART_00020,Control Valve,Global Wings,FN_1712,54.43,272.53,2.12,30501,False,Pressure Loss,2024-03-23,6385,Long-Haul
PART_00239,Navigation Module,AirJet Airways,FN_7021,73.17,216.44,9.49,17158,False,Turbine Overheat,2024-08-04,8455,Short-Haul
PART_00492,Wheel Brake Assembly,Global Wings,FN_1276,88.3,73.16,5.06,22696,False,Oil Leakage,2024-05-16,7940,Short-Haul
PART_00045,Navigation Module,Global Wings,FN_9670,119.46,39.15,3.02,7555,False,Valve Stuck,2024-11-12,6671,Private
PART_00281,Fuel Line,FlySwift,FN_8323,100.85,102.57,5.5,43102,True,Seal Failure,2024-10-18,4697,Long-Haul
PART_00086,Wheel Brake Assembly,Global Wings,FN_5647,57.72,150.63,5.81,43243,True,Valve Stuck,2024-01-04,7207,Commercial
PART_00493,Actuator,Cloud Nine Aviation,FN_1095,48.55,183.82,3.17,26869,False,Oil Leakage,2024-05-20,6473,Long-Haul
PART_00459,Fuel Line,Cloud Nine Aviation,FN_4885,55.11,57.62,6.76,40410,False,None,2024-02-25,6589,Long-Haul
PART_00223,Fuel Injector,Global Wings,FN_1881,51.72,64.06,3.83,5381,False,None,2024-11-24,8007,Cargo
PART_00420,Oil Pump,Cloud Nine Aviation,FN_9541,84.83,216.42,1.02,18817,True,Valve Stuck,2024-08-09,7571,Cargo
PART_00044,Fuel Injector,AirJet Airways,FN_6655,79.95,281.13,8.8,25638,True,Fuel Leakage,2024-11-16,1022,Private
PART_00436,Actuator,Cloud Nine Aviation,FN_1368,66.25,283.7,7.36,14053,True,Fuel Leakage,2024-01-02,1986,Cargo
PART_00044,Turbine Blade,AirJet Airways,FN_2274,110.74,227.8,0.76,7660,False,Seal Failure,2024-01-09,9791,Long-Haul
PART_00412,Actuator,AirJet Airways,FN_8091,119.45,99.75,3.65,48939,False,Valve Stuck,2024-01-04,8615,Long-Haul
PART_00214,Wheel Brake Assembly,Cloud Nine Aviation,FN_4548,63.55,281.47,7.6,27959,False,Fuel Leakage,2024-10-13,1946,Short-Haul
PART_00342,Fuel Injector,Sky High Airlines,FN_4450,59.52,49.0,8.84,14723,False,None,2024-01-11,4775,Short-Haul
PART_00236,Fuel Line,Global Wings,FN_2278,104.58,129.54,5.85,44664,True,Turbine Overheat,2024-11-16,8913,Private
PART_00030,Fuel Injector,FlySwift,FN_5749,62.03,211.0,2.8,45181,False,Valve Stuck,2024-04-09,8171,Short-Haul
PART_00424,Wheel Brake Assembly,Cloud Nine Aviation,FN_7894,117.12,297.74,2.55,23599,False,Turbine Overheat,2024-08-24,2021,Short-Haul
PART_00206,Hydraulic Pump,FlySwift,FN_7033,55.3,265.1,7.38,48168,True,Fuel Leakage,2024-07-20,4348,Short-Haul
PART_00141,Fuel Injector,AirJet Airways,FN_2871,81.46,84.97,2.77,25413,False,Pressure Loss,2024-09-04,393,Short-Haul
PART_00275,Wheel Brake Assembly,FlySwift,FN_1847,89.51,82.88,3.43,19362,True,Turbine Overheat,2024-12-03,8114,Commercial
PART_00342,Hydraulic Pump,Sky High Airlines,FN_6596,65.04,217.76,4.6,39625,False,None,2024-07-06,7054,Short-Haul
PART_00088,Communication Module,Cloud Nine Aviation,FN_6248,43.67,267.87,5.13,28982,True,Turbine Overheat,2024-07-12,9972,Private
PART_00141,Fuel Line,FlySwift,FN_5349,69.02,85.06,1.64,46506,True,Oil Leakage,2024-09-17,6625,Commercial
PART_00197,Wheel Brake Assembly,FlySwift,FN_6917,52.24,140.52,0.09,37220,False,Oil Leakage,2024-09-08,3556,Cargo
PART_00318,Fuel Injector,Cloud Nine Aviation,FN_3849,68.66,110.06,4.0,22399,True,Fuel Leakage,2024-04-19,8778,Short-Haul
PART_00424,Fuel Line,Cloud Nine Aviation,FN_9720,48.8,28.21,9.53,32602,False,None,2024-06-24,8190,Short-Haul
PART_00311,Turbine Blade,Cloud Nine Aviation,FN_8040,83.4,10.67,4.27,20319,True,Pressure Loss,2024-06-06,2739,Long-Haul
PART_00262,Fuel Line,Global Wings,FN_3632,102.82,244.78,4.52,47210,False,Valve Stuck,2024-07-06,1748,Commercial
PART_00069,Actuator,FlySwift,FN_1546,75.12,18.48,6.41,10856,False,Seal Failure,2024-06-04,4163,Cargo
PART_00384,Hydraulic Pump,Global Wings,FN_8929,42.74,108.4,8.4,33909,True,Seal Failure,2024-04-25,7383,Private
PART_00040,Turbine Blade,AirJet Airways,FN_1048,79.59,95.17,0.54,34354,False,None,2024-04-12,8187,Short-Haul
PART_00201,Control Valve,Sky High Airlines,FN_2702,44.38,225.34,8.64,14642,False,Oil Leakage,2024-08-09,5173,Private
PART_00055,Hydraulic Pump,Cloud Nine Aviation,FN_7328,71.36,223.12,7.13,23182,False,Fuel Leakage,2024-03-01,5104,Commercial
PART_00319,Wheel Brake Assembly,FlySwift,FN_5414,99.93,41.84,6.02,44319,True,Seal Failure,2024-08-17,2262,Commercial
PART_00137,Communication Module,Cloud Nine Aviation,FN_3179,93.66,38.29,2.69,10241,True,Turbine Overheat,2024-07-25,222,Long-Haul
PART_00100,Fuel Line,AirJet Airways,FN_9959,88.2,285.77,7.93,46647,True,Fuel Leakage,2024-07-04,9994,Short-Haul
PART_00103,Communication Module,Cloud Nine Aviation,FN_2492,63.57,104.38,8.45,36518,True,Pressure Loss,2024-08-27,7473,Commercial
PART_00219,Navigation Module,FlySwift,FN_9935,114.58,149.53,0.75,29440,True,Pressure Loss,2024-04-24,6214,Cargo
PART_00366,Hydraulic Pump,FlySwift,FN_7692,66.94,199.47,4.61,39047,False,Valve Stuck,2024-04-26,3131,Short-Haul
PART_00262,Wheel Brake Assembly,AirJet Airways,FN_8850,52.69,263.27,4.2,11808,True,Fuel Leakage,2024-09-03,3415,Cargo
PART_00079,Control Valve,Sky High Airlines,FN_1250,95.02,40.53,7.3,28781,False,Fuel Leakage,2024-04-16,7551,Short-Haul
PART_00440,Fuel Injector,AirJet Airways,FN_8166,97.87,230.8,5.73,43621,False,Fuel Leakage,2024-05-23,3752,Commercial
PART_00041,Control Valve,FlySwift,FN_5693,56.99,74.32,9.87,35676,False,Pressure Loss,2024-11-11,6980,Commercial
PART_00285,Control Valve,FlySwift,FN_4073,56.79,104.28,9.43,10242,True,Pressure Loss,2024-09-20,8486,Cargo
PART_00085,Control Valve,Global Wings,FN_6183,111.32,107.23,6.63,22649,True,None,2024-10-13,7116,Long-Haul
PART_00035,Turbine Blade,FlySwift,FN_3052,82.07,245.63,3.92,39716,True,Seal Failure,2024-02-20,4215,Private
PART_00039,Fuel Line,FlySwift,FN_7222,115.54,109.77,3.09,7377,True,Seal Failure,2024-01-06,720,Commercial
PART_00239,Navigation Module,FlySwift,FN_7823,107.6,85.73,6.29,11747,True,Pressure Loss,2024-04-04,7204,Long-Haul
PART_00324,Control Valve,FlySwift,FN_8519,117.92,48.52,2.26,7817,True,Pressure Loss,2024-03-09,1019,Private
PART_00151,Oil Pump,Sky High Airlines,FN_6259,44.37,40.34,4.12,35374,False,Turbine Overheat,2024-06-28,8863,Long-Haul
PART_00281,Navigation Module,Cloud Nine Aviation,FN_4444,42.53,234.51,2.93,15085,True,Turbine Overheat,2024-02-27,4387,Short-Haul
PART_00374,Oil Pump,Cloud Nine Aviation,FN_7219,113.5,184.18,3.09,1018,False,None,2024-11-05,9942,Short-Haul
PART_00144,Hydraulic Pump,Cloud Nine Aviation,FN_1099,75.45,274.85,1.68,21577,True,None,2024-11-04,6729,Cargo
PART_00173,Navigation Module,AirJet Airways,FN_7310,87.24,184.64,6.92,14684,False,None,2024-04-19,2145,Cargo
PART_00410,Fuel Line,FlySwift,FN_3820,74.83,22.62,2.58,32395,False,Pressure Loss,2024-10-02,3822,Commercial
PART_00315,Actuator,AirJet Airways,FN_4809,65.67,85.78,7.18,15676,False,Turbine Overheat,2024-02-16,3609,Private
PART_00156,Fuel Injector,Sky High Airlines,FN_9851,71.64,46.76,5.93,18638,False,Valve Stuck,2024-05-25,9347,Cargo
PART_00435,Fuel Injector,Cloud Nine Aviation,FN_5074,79.27,83.88,6.19,48224,True,Pressure Loss,2024-04-16,1636,Short-Haul
PART_00313,Navigation Module,Cloud Nine Aviation,FN_2216,75.77,160.48,3.72,11111,True,Turbine Overheat,2024-09-02,7398,Long-Haul
PART_00251,Communication Module,Cloud Nine Aviation,FN_6645,89.69,176.95,9.31,15520,False,Seal Failure,2024-09-15,4756,Private
PART_00433,Fuel Injector,AirJet Airways,FN_2895,58.74,16.4,2.61,33496,True,None,2024-04-13,7790,Private
PART_00479,Communication Module,Global Wings,FN_1412,103.39,291.08,6.08,29094,True,Valve Stuck,2024-06-05,6644,Short-Haul
PART_00452,Hydraulic Pump,Global Wings,FN_6572,55.83,72.51,4.39,32877,True,Seal Failure,2024-05-27,7825,Cargo
PART_00156,Control Valve,Sky High Airlines,FN_3318,60.98,218.36,9.36,45583,False,Pressure Loss,2024-02-18,4175,Short-Haul
PART_00325,Actuator,FlySwift,FN_2415,102.79,66.81,4.95,40708,False,Fuel Leakage,2024-12-20,9877,Commercial
PART_00495,Navigation Module,Global Wings,FN_5556,60.78,177.43,5.9,29594,True,Seal Failure,2024-07-18,4004,Short-Haul
PART_00370,Control Valve,Global Wings,FN_6464,70.46,93.07,3.07,20349,True,Pressure Loss,2024-03-08,4605,Private
PART_00404,Control Valve,Sky High Airlines,FN_2187,88.34,228.94,3.23,20543,True,Oil Leakage,2024-06-21,2995,Short-Haul
PART_00193,Turbine Blade,AirJet Airways,FN_5840,79.59,105.84,1.76,46727,False,Turbine Overheat,2024-02-06,6584,Private
PART_00034,Turbine Blade,Cloud Nine Aviation,FN_8571,116.48,178.27,2.94,46685,False,Pressure Loss,2024-02-27,6479,Private
PART_00456,Oil Pump,AirJet Airways,FN_1853,105.61,14.72,5.6,3276,True,None,2024-10-16,9113,Private
PART_00377,Communication Module,Cloud Nine Aviation,FN_8405,74.66,201.61,9.39,37283,True,Valve Stuck,2024-02-18,3060,Cargo
PART_00163,Hydraulic Pump,Cloud Nine Aviation,FN_2060,103.99,141.8,4.4,9945,False,Valve Stuck,2024-09-01,5376,Long-Haul
PART_00062,Communication Module,Global Wings,FN_1098,87.89,231.35,2.05,35281,True,None,2024-04-22,6777,Private
PART_00130,Hydraulic Pump,AirJet Airways,FN_7660,86.44,77.89,0.34,14953,True,Turbine Overheat,2024-06-18,5282,Private
PART_00115,Hydraulic Pump,Cloud Nine Aviation,FN_3670,113.09,233.91,1.63,34442,False,Fuel Leakage,2024-05-16,8369,Commercial
PART_00398,Navigation Module,Sky High Airlines,FN_9669,102.43,35.73,6.1,27099,False,Seal Failure,2024-10-11,1750,Short-Haul
PART_00403,Turbine Blade,AirJet Airways,FN_7680,93.65,228.52,1.87,21514,False,Turbine Overheat,2024-04-08,6985,Cargo
PART_00376,Actuator,Cloud Nine Aviation,FN_6319,104.33,50.08,4.8,39037,True,Fuel Leakage,2024-02-16,711,Long-Haul
PART_00170,Fuel Injector,Global Wings,FN_8337,82.7,267.97,4.35,26588,False,Seal Failure,2024-09-26,316,Cargo
PART_00448,Wheel Brake Assembly,FlySwift,FN_5350,97.14,100.25,8.32,29984,True,Fuel Leakage,2024-04-17,1196,Cargo
PART_00305,Wheel Brake Assembly,AirJet Airways,FN_5562,104.55,254.08,8.57,33389,True,Fuel Leakage,2024-02-06,814,Cargo
PART_00196,Fuel Injector,Sky High Airlines,FN_4967,104.73,285.53,0.56,22843,False,Fuel Leakage,2024-04-04,4308,Commercial
PART_00424,Hydraulic Pump,Sky High Airlines,FN_6991,42.2,21.42,4.92,49897,False,Oil Leakage,2024-08-10,9737,Short-Haul
PART_00066,Control Valve,FlySwift,FN_7166,118.88,214.7,3.25,20684,False,Turbine Overheat,2024-08-13,1496,Private
PART_00089,Wheel Brake Assembly,Sky High Airlines,FN_9311,80.8,83.99,9.49,6751,True,Seal Failure,2024-09-19,7414,Cargo
PART_00095,Wheel Brake Assembly,Sky High Airlines,FN_1190,51.16,56.66,1.64,34948,True,Oil Leakage,2024-03-08,635,Private
PART_00112,Communication Module,Global Wings,FN_1345,95.99,85.72,9.91,33825,True,Fuel Leakage,2024-08-19,2799,Short-Haul
PART_00221,Wheel Brake Assembly,Cloud Nine Aviation,FN_3516,77.67,34.55,5.22,31346,False,Valve Stuck,2024-06-12,7594,Short-Haul
PART_00382,Wheel Brake Assembly,Sky High Airlines,FN_3391,80.31,286.07,5.99,10272,True,Seal Failure,2024-01-11,3918,Short-Haul
PART_00041,Oil Pump,FlySwift,FN_8605,83.25,284.46,9.42,39972,True,Oil Leakage,2024-01-14,5627,Commercial
PART_00172,Oil Pump,FlySwift,FN_4099,57.91,199.84,8.43,4384,False,Seal Failure,2024-08-22,2504,Short-Haul
PART_00324,Control Valve,Cloud Nine Aviation,FN_1535,78.77,123.5,3.81,11888,False,Seal Failure,2024-12-28,1761,Cargo
PART_00141,Oil Pump,Cloud Nine Aviation,FN_4682,69.93,164.89,3.89,49304,True,Turbine Overheat,2024-08-06,3260,Cargo
PART_00060,Communication Module,AirJet Airways,FN_5731,104.63,115.79,7.86,46287,False,Valve Stuck,2024-06-04,4267,Long-Haul
PART_00378,Hydraulic Pump,Sky High Airlines,FN_1403,60.78,64.66,0.14,10381,True,Valve Stuck,2024-05-05,4729,Private
PART_00495,Actuator,AirJet Airways,FN_1883,119.79,176.3,3.0,42128,True,Seal Failure,2024-03-22,5121,Cargo
PART_00221,Fuel Injector,Sky High Airlines,FN_2437,86.96,236.14,6.77,6261,False,Valve Stuck,2024-06-03,893,Short-Haul
PART_00269,Oil Pump,AirJet Airways,FN_9167,73.74,64.81,6.39,44039,True,Pressure Loss,2024-03-16,6950,Cargo
PART_00405,Turbine Blade,Sky High Airlines,FN_5463,80.02,248.71,7.49,9978,False,Fuel Leakage,2024-04-07,6775,Commercial
PART_00496,Oil Pump,Sky High Airlines,FN_4928,82.73,198.68,5.5,13205,False,Fuel Leakage,2024-11-12,4087,Cargo
PART_00219,Fuel Injector,Global Wings,FN_9469,69.05,257.44,4.67,25304,True,Fuel Leakage,2024-03-26,6491,Commercial
PART_00478,Control Valve,Global Wings,FN_7043,60.96,30.12,5.23,25231,False,Oil Leakage,2024-12-11,8118,Private
PART_00191,Control Valve,Global Wings,FN_4997,41.43,234.43,2.84,25507,True,None,2024-06-25,5812,Private
PART_00288,Hydraulic Pump,FlySwift,FN_2636,55.43,158.74,4.68,31614,True,Pressure Loss,2024-06-09,7338,Cargo
PART_00338,Communication Module,Cloud Nine Aviation,FN_8611,42.0,82.45,6.69,1935,False,None,2024-06-02,4737,Private
PART_00376,Navigation Module,Cloud Nine Aviation,FN_1265,69.79,88.86,0.11,38941,True,Turbine Overheat,2024-10-19,6712,Commercial
PART_00358,Communication Module,FlySwift,FN_7890,64.34,77.4,0.32,21931,True,None,2024-08-26,8838,Commercial
PART_00438,Wheel Brake Assembly,Cloud Nine Aviation,FN_4437,53.95,232.69,7.72,45741,False,Fuel Leakage,2024-10-06,6413,Private
PART_00491,Turbine Blade,Global Wings,FN_8472,77.56,259.95,2.02,8023,True,Oil Leakage,2024-03-08,8896,Long-Haul
PART_00014,Communication Module,Sky High Airlines,FN_4797,118.64,140.08,5.3,8430,True,Seal Failure,2024-09-03,5625,Long-Haul
PART_00005,Oil Pump,AirJet Airways,FN_2508,74.55,45.36,3.08,24024,False,Valve Stuck,2024-08-11,3936,Cargo
PART_00192,Control Valve,Global Wings,FN_5600,96.34,271.71,1.94,36979,True,Oil Leakage,2024-01-22,8455,Commercial
PART_00471,Oil Pump,Sky High Airlines,FN_1324,57.91,100.2,3.16,30218,False,Turbine Overheat,2024-04-15,9843,Cargo
PART_00097,Fuel Line,Global Wings,FN_2189,87.13,54.11,3.19,10080,True,Seal Failure,2024-03-25,3574,Short-Haul
PART_00487,Actuator,Cloud Nine Aviation,FN_4321,48.52,131.46,3.68,48843,False,Valve Stuck,2024-03-15,7871,Commercial
PART_00178,Control Valve,Cloud Nine Aviation,FN_5744,58.54,39.6,7.45,4750,True,Oil Leakage,2024-11-28,1836,Commercial
PART_00063,Hydraulic Pump,AirJet Airways,FN_5290,78.99,171.15,2.12,41086,True,Seal Failure,2024-02-04,2108,Private
PART_00040,Control Valve,Cloud Nine Aviation,FN_1038,51.67,126.21,3.13,24386,True,Oil Leakage,2024-11-11,9880,Short-Haul
PART_00118,Wheel Brake Assembly,Sky High Airlines,FN_1288,88.31,297.62,8.38,19359,False,Oil Leakage,2024-06-06,5318,Cargo
PART_00139,Oil Pump,Global Wings,FN_6795,52.26,130.07,0.75,31164,True,Fuel Leakage,2024-03-14,2693,Commercial
PART_00180,Turbine Blade,FlySwift,FN_4921,106.53,101.59,3.34,16981,False,Fuel Leakage,2024-10-26,6572,Commercial
PART_00022,Control Valve,Cloud Nine Aviation,FN_5095,65.56,146.12,9.12,30666,False,Turbine Overheat,2024-08-15,1538,Cargo
